Conversion Object Name,SAP Modules,Data Type,Rule #,Profiling Rule Descriptions,Quality Dimension,Attribute Group
Internal Order,Finance,Master,5,Check if the cost center assigned in Order or in settlement rule are active and not blocked.,Integrity,Cost Center
Internal Order,Finance,Master,6,Check the Order type matches the SAP configured values,Integrity,Order Type
Internal Order,Finance,Master,7,Check if the GL assigned in Order or in settlement rule are active and not blocked.,Integrity,GL Account
Internal Order,Finance,Master,8,Check if the WBS assigned in Order or in settlement rule are active and not blocked.,Integrity,WBS
Internal Order,Finance,Master,9,Check if the profit center assigned in Order or in settlement rule are active and not blocked.,Integrity,Profit Center
Work Center,PM - Plant Maintenance,Master,1,Check if the work center is active and not marked for deletion,Relevancy,Active Count
Work Center,PM - Plant Maintenance,Master,2,Check the work center id exists,Completeness,Work Center
Work Center,PM - Plant Maintenance,Master,3,Check the work center id should not be more than 8 char,Conformity,Work Center
Work Center,PM - Plant Maintenance,Master,4,Corresponding plant values should be existing in system before loading the work centers,Integrity,Plant
Work Center,PM - Plant Maintenance,Master,5,Ensure correct Work Center Category is defined for each Work Center,Validity,Category
Work Center,PM - Plant Maintenance,Master,6,Ensure description field is not more than 40 characters and doesn't contain any special char,Conformity,Description
Work Center,PM - Plant Maintenance,Master,7,Ensure Person Responsible is defined for each Work Center,Completeness,Person responsible
Work Center,PM - Plant Maintenance,Master,8,Ensure correct Usage is defined for each Work Center,Completeness,Usage
Work Center,PM - Plant Maintenance,Master,9,Check Cost Center is defined for each Work Center,Completeness,Cost Center
Work Center,PM - Plant Maintenance,Master,10,Check Start Date is defined for each Work Center,Completeness,Start Date
Work Center,PM - Plant Maintenance,Master,11,Check End Date is defined for each Work Center,Completeness,End Date
Document Info Records,QM - Quality Management ,Master,1,Document number should exist,Completeness,Document Number
Document Info Records,QM - Quality Management ,Master,2,Document number should be limited to 80 characters and should not include any special characters [unless approved by the business for a specific character],Conformity,Document Number
Document Info Records,QM - Quality Management ,Master,3,Document type should not be blank or NULL,Completeness,Document Type
Document Info Records,QM - Quality Management ,Master,4,Document type should be limited to 80 characters,Conformity,Document Type
Document Info Records,QM - Quality Management ,Master,5,Document part should exist,Completeness,Document Part
Document Info Records,QM - Quality Management ,Master,6,Document part should be limited to 3 characters,Conformity,Document Part
Document Info Records,QM - Quality Management ,Master,7,Document version should not be blank or NULL,Completeness,Document Version
Document Info Records,QM - Quality Management ,Master,8,Document version should be limited to 2 characters,Conformity,Document Version
Document Info Records,QM - Quality Management ,Master,9,Info records system should have a description (40 characters maximum). Should not have any special char (unless approved by business),Conformity,Description
Document Info Records,QM - Quality Management ,Master,10,Info records system should send the document part of the source document (80 characters maximum),Conformity,Document Part
Document Info Records,QM - Quality Management ,Master,11,Info records system should send the document version of the source document (80 characters maximum),Conformity,Document Version
Service Master,MM - Material Management,Master,1,Product number should exist,Completeness,Product Number
Service Master,MM - Material Management,Master,2,Product number should be limited to 80 characters and should not include any special characters [unless approved by the business for a specific character],Conformity,Product Number
Service Master,MM - Material Management,Master,3,Product type should not be blank or NULL,Completeness,Product Type
Service Master,MM - Material Management,Master,4,Product type should be limited to 80 characters and should not include any special characters [unless approved by the business for a specific character],Conformity,Product Type
Service Master,MM - Material Management,Master,5,Product description should exist,Completeness,Description
Service Master,MM - Material Management,Master,6,Product description should be limited to 40 characters and should not include any special characters [unless approved by the business for a specific character],Conformity,Description
Service Master,MM - Material Management,Master,7,Language key should exist,Completeness,Language Key
Service Master,MM - Material Management,Master,8,Language key should be limited to 80 characters and should not include any special characters [unless approved by the business for a specific character],Conformity,Language Key
Service Master,MM - Material Management,Master,9,Base unit of measure should not be blank or NULL ,Completeness,Base Unit of Measure
Service Master,MM - Material Management,Master,10,Base unit of measure should be compliant with ISO format and should not exceed 80 characters,Conformity,Base Unit of Measure
Service Master,MM - Material Management,Master,11,"Service product system should send the product category data, such as the product group (80 characters maximum) and the industry sector (80 characters maximum), as available",Conformity,Product Category
Service Master,MM - Material Management,Master,12,"Service product system should send the authorization group (4 characters maximum), if available",Conformity,Authorization Group
Service Master,MM - Material Management,Master,13,"Service product system should send the cross-plant product status (80 characters maximum), if available",Conformity,Product Status
Service Master,MM - Material Management,Master,14,"Service product system should send the purchasing value key (80 characters maximum), if available",Conformity,Purchasing Value Key
Inspection Method,QM - Quality Management ,Master,1,Plant for the Inspection method should exist,Completeness,Plant
Inspection Method,QM - Quality Management ,Master,2,Inspection Method values should exist,Completeness,Inspection Method
Inspection Method,QM - Quality Management ,Master,3,Inspection Method should be limited to 80 characters and should not include any special characters [unless approved by the business for a specific character],Conformity,Inspection Method
Inspection Method,QM - Quality Management ,Master,4,Each Plant/Inspection Method combination should be unique. (Each Plant should have distinct inspection methods),Uniqueness,Duplicate check
Inspection Method,QM - Quality Management ,Master,5,Valid-From Date is mandatory and should exist for each Plant & Inspection Method pair,Completeness,Valid-From Date
Inspection Method,QM - Quality Management ,Master,6,All Valid-From Date values should follow the S/4 date format <<YYYY/MM/DD>> [configured date format ],Conformity,Valid-From Date
Inspection Method,QM - Quality Management ,Master,7,Master Record Status is mandatory and should exist,Completeness,Status
Inspection Method,QM - Quality Management ,Master,8,Master Record Status should not be more than 80 characters,Conformity,Status
Inspection Method,QM - Quality Management ,Master,9,Search Field is mandatory and should exist,Completeness,Search Field
Inspection Method,QM - Quality Management ,Master,10,Search Field should not be more than 40 characters,Conformity,Search Field
Inspection Method,QM - Quality Management ,Master,11,Language Key should exist,Completeness,Language Key
Inspection Method,QM - Quality Management ,Master,12,"Each combination of Plant, Inspection Method, and Language Key should be unique",Uniqueness,Duplicate check
Inspection Method,QM - Quality Management ,Master,13,Every inspection method should have Short Text,Completeness,Short Text
Inspection Method,QM - Quality Management ,Master,14,Short Text should be limited to 80 characters and should not include any special characters [unless approved by the business for a specific character],Conformity,Short Text
Classes,"Cross module [PM, MM, PP, SD, QM]",Master,1,Each Class should have a Mandatory Class Number. Length of the Class Number Should not be more than 18,Completeness,Class Number
Classes,"Cross module [PM, MM, PP, SD, QM]",Master,2,Each Class should have a mandatory class Type,Completeness,Class Type
Classes,"Cross module [PM, MM, PP, SD, QM]",Master,3,Each class should have a Validity Start date,Completeness,Valid-From Date
Classes,"Cross module [PM, MM, PP, SD, QM]",Master,4,All Valid-From Date values should follow the S/4 date format <<YYYY/MM/DD>> [configured date format ],Conformity,Valid-From Date
Classes,"Cross module [PM, MM, PP, SD, QM]",Master,5,"Class Validity End, Valid To date should not be less than today's date",Conformity,Valid-to Date
Classes,"Cross module [PM, MM, PP, SD, QM]",Master,6,Class should have mandatory description,Completeness,Description
Classes,"Cross module [PM, MM, PP, SD, QM]",Master,7,Class description length should not exceed 40 Characters and it should not include any special characters [unless approved by the business for a specific character],Conformity,Description
Classes,"Cross module [PM, MM, PP, SD, QM]",Master,8,Characteristics associated with the Class are maintained. A class can have multiple Characteristics. A class should have at least one Characteristic associated with it.,Validity,Characteristics
Classes,"Cross module [PM, MM, PP, SD, QM]",Master,9,Each class should have (predefined/configured) a status value exists,Completeness,Status
Classes,"Cross module [PM, MM, PP, SD, QM]",Master,9,Check duplicate classes based on Class Type and Class Description,Uniqueness,Duplicate Check
Classes,"Cross module [PM, MM, PP, SD, QM]",Master,11,Only classes with status as 'Active' should be considered.,Relevancy,Active Count
Customer Material Info Records,SD - Sales & Distribution,Master,1,"Check the count for active CMIR record. To check, consider only active customers, and duplicate and inactive customer records should not be considered",Relevancy,Active Count
Customer Material Info Records,SD - Sales & Distribution,Master,2,Active Materials count to be identified that will be defined with Customer,Relevancy,Active Count
Customer Material Info Records,SD - Sales & Distribution,Master,3,"Ensure the Search term is maintained, its an optional field. It's recommended to maintain as the field is used to search a record based on some unique identifier assigned",Completeness,Search Field
Customer Material Info Records,SD - Sales & Distribution,Master,4,Ensure plant is defined and material is extended to the plant,Validity,Plant
Customer Material Info Records,SD - Sales & Distribution,Master,5,Ensure Rounding profile setup is available in system. Rounding profile is used to Round up/down the material quantity as per customer preference,Completeness,Rounding Profile
Customer Material Info Records,SD - Sales & Distribution,Master,6,Ensure correct sales organization codes are defined for each customer material info record in legacy system,Integrity,sales Org
Customer Material Info Records,SD - Sales & Distribution,Master,7,Ensure correct Delivery Priority is maintained for each records in legacy system if applicable for the CMIR,Integrity,Delivery Priority
Products,MM - Material Management,Master,1,Product Number should exist,Completeness,Product Number
Products,MM - Material Management,Master,2,Product Number should limit to char 80 and should not contain any special char [unless approved by business for any specific char presence is valid],Conformity,Product Number
Products,MM - Material Management,Master,3,Product Type should not be NULL or blank ,Completeness,Product Type
Products,MM - Material Management,Master,4,Description should exist,Completeness,Description
Products,MM - Material Management,Master,5,Description should limit to char 40 and should not contain any special char [unless approved by business for any specific char presence is valid],Conformity,Description
Products,MM - Material Management,Master,6,Language Key should exist,Completeness,Language Key
Products,MM - Material Management,Master,7,Base Unit of Measure (ISO format) for header data should not be NULL of blank,Completeness,Unit of Measure - Header Data
Products,MM - Material Management,Master,8,"Basic Data recommended to be populated such as Division, Old Product Number, Product Hierarchy, Brand, etc.",Completeness,Basic Data
Products,MM - Material Management,Master,9,Specifies the start date for the validity period of the product. Its recommend to pass a valid from date while creating a product in SAP system.,Completeness,Valid from Date
Products,MM - Material Management,Master,10,"Check if the ""Deletion Date"" field is populated. If yes, then the respective record is no longer an active record and should not be considered for migration. ",Relevancy,Active Count
Products,MM - Material Management,Master,11,"Check if the product dimension values are populated for the active products in source such as Gross Weight, Net Weight, Unit of Weight (ISO format), Length, Width, Height, Unit for Length/Width/Height(ISO format), Volume, Volume Unit, Capacity Usage",Completeness,Unit of Measure Dimensions
Products,MM - Material Management,Master,12,"If the product has Gross Weight, Net Weight values then it should also have Unit of Weight (ISO format). Unit of Weight (ISO format) should not be blank for those records",Validity,Unit of Measure Dimensions
Products,MM - Material Management,Master,13,"If the product has Length, Width, Height values then it should also have Unit for them. Unit for Length/Width/Height should not be blank for those records",Validity,Unit of Measure Dimensions
Products,MM - Material Management,Master,14,If the product has volume information then it should also have Unit of volume.  Volume Unit should not be blank for those records,Validity,Unit of Measure Dimensions
Products,MM - Material Management,Master,15,Check if the product if active if it has Total Shelf Life value populated,Validity,Total shelf life
Products,MM - Material Management,Master,16,Check for any active product if Product is Configurable,Completeness,Configuration
Products,MM - Material Management,Master,17,"Check if the product has any specific purchase value maintained such as Order Unit of Measure (ISO format), Purchasing Value Key, State of Variable Purchase Order Unit",Completeness,Purchasing Value
Products,MM - Material Management,Master,18,"Check if the product has any specific purchasing manufacturing data maintained such as Manufacturer Part Number, Manufacturer Number, Manufacturer Part Profile",Completeness,Purchasing - Manufacturer Data
Products,MM - Material Management,Master,19,Check if the product is active and also flagged for Hazardous Substances,Completeness,Hazardous Substances
Products,MM - Material Management,Master,20,Check if the product is active and also flagged for Hazardous Substances it should have a Handling Indicator,Validity,Hazardous Substances
Characteristics,"Cross module [PM, MM, PP, SD, QM]",Master,1,Characteristic Name should not be Null or Blank,Completeness,Characteristic Name
Characteristics,"Cross module [PM, MM, PP, SD, QM]",Master,2,Characteristics Name should be unique,Uniqueness,Characteristic Name
Characteristics,"Cross module [PM, MM, PP, SD, QM]",Master,3,Characteristics Name should limit to char 80 limit and should not contain any special char [unless approved by business for any specific char presence is valid],Conformity,Characteristic Name
Characteristics,"Cross module [PM, MM, PP, SD, QM]",Master,4,"Characteristic Status should be either 0,1,2 and must exists",Conformity,Status
Characteristics,"Cross module [PM, MM, PP, SD, QM]",Master,5,"Data Type of Char can be either Char,CURR,DATE,NUM,TIME,UDEF",Conformity,Format
Characteristics,"Cross module [PM, MM, PP, SD, QM]",Master,6,Single/Multiple Values should exists and can be either 'S' or 'M',Conformity,Format
Characteristics,"Cross module [PM, MM, PP, SD, QM]",Master,7,"Number of Characters check. Total number of characters that can be entered when assign a value to this characteristic. This figure includes the number of decimal places. For Data Type Char, the length can be 30 Characters max'",Completeness,Format
Characteristics,"Cross module [PM, MM, PP, SD, QM]",Master,8,Language should be in ISO format(t002),Conformity,Language
Characteristics,"Cross module [PM, MM, PP, SD, QM]",Master,9,Ensure Currency of the Characteristic (if Data Type is Currency) exists,Completeness,Currency
Characteristics,"Cross module [PM, MM, PP, SD, QM]",Master,10,Characteristics Description should not be NULL or blank,Completeness,Description
Characteristics,"Cross module [PM, MM, PP, SD, QM]",Master,11,Characteristics Description length should be <= 30,Conformity,Description
Characteristics,"Cross module [PM, MM, PP, SD, QM]",Master,12,Characteristics Value Name and Item number combination should be unique,Uniqueness,Characteristic Value
Characteristics,"Cross module [PM, MM, PP, SD, QM]",Master,13,Characteristics Value item should be between 0000 and 9999,Conformity,Characteristic Value
Characteristics,"Cross module [PM, MM, PP, SD, QM]",Master,14,"Document data such as Document Number, Document Type, Document version, Document Part should be populated if available in legacy",Completeness,Document Data
Purchase Info Records,MM - Material Management,Master,1,Purchasing Info number should exist,Completeness,Purchasing Info Number
Purchase Info Records,MM - Material Management,Master,2,Purchasing number should be limited to 80 characters alphanumeric values and should not include any special characters [unless approved by the business for a specific character],Conformity,Purchasing Info Number
Purchase Info Records,MM - Material Management,Master,3,Purchasing Info Number should be unique,Uniqueness,Duplicate Check
Purchase Info Records,MM - Material Management,Master,4,Product Number should exist and should be limited to 80 characters,Completeness,Product Number
Purchase Info Records,MM - Material Management,Master,5,PIR should be associated with a product which is active and extended to relevant Plant,Integrity,Product Number
Purchase Info Records,MM - Material Management,Master,6,Supplier's Account Number is mandatory and should exist,Completeness,Supplier Number
Purchase Info Records,MM - Material Management,Master,7,PIR should be associated with an active supplier and extended to relevant purchase org,Integrity,Supplier Number
Purchase Info Records,MM - Material Management,Master,8,There should be short texts for every Purchasing Info Record ,Completeness,Short Text
Purchase Info Records,MM - Material Management,Master,9,"Network system should send Supplier Data as available (Product Number used by Supplier, Salesperson, Phone Number, Supplier Product Group, etc.)",Completeness,Supplier Data
Purchase Info Records,MM - Material Management,Master,10,"Origin Data should be included as available (Country/Region of Origin, Manufacturer, etc.)",Completeness,Origin Data
Purchase Info Records,MM - Material Management,Master,11,Valid currency must be available,Completeness,Currency 
Purchase Info Records,MM - Material Management,Master,12,Plant value should exists for the PIR,Completeness,Plant
Purchase Info Records,MM - Material Management,Master,13,Purchasing Org data should exists,Completeness,Purchase Org
Purchase Info Records,MM - Material Management,Master,14,Order unit should be populated,Completeness,Unit of Measure
Purchase Info Records,MM - Material Management,Master,15,Quantity conversion numerator and Denominator must be defined.,Completeness,Unit of Measure
Source List,MM - Material Management,Master,1,Source list number should exist,Completeness,Source List Number
Source List,MM - Material Management,Master,2,Source list number should be limited to 20 characters and may contain alphanumeric values but should not include any special characters [unless approved by the business for a specific character],Conformity,Source List Number
Source List,MM - Material Management,Master,3,Product number is required and should not be blank or NULL for every source list,Completeness,Product Number
Source List,MM - Material Management,Master,4,Product number should not exceed 80 characters and should not include any special characters [unless approved by the business for a specific character],Conformity,Product Number
Source List,MM - Material Management,Master,5,Plant is required and should be configured in the system before loading source list,Completeness,Plant
Source List,MM - Material Management,Master,6,Source list record valid from date is mandatory and should not be blank or NULL,Completeness,Valid From Date
Source List,MM - Material Management,Master,7,All Valid-From Date values should follow the S/4 date format <<YYYY/MM/DD>> [configured date format],Conformity,Valid From Date
Source List,MM - Material Management,Master,8,Source list record valid to date is mandatory and should not be blank or NULL,Completeness,Valid To Date
Source List,MM - Material Management,Master,9,All Valid-To Date values should follow the S/4 date format <<YYYY/MM/DD>> [configured date format],Conformity,Valid To Date
Source List,MM - Material Management,Master,10,Validity End check :- Valid To date should not be less than today's date,Validity,Valid To Date
Source List,MM - Material Management,Master,11,Purchasing organization should not be blank or NULL for each source list,Completeness,Purchasing Organization
Source List,MM - Material Management,Master,12,"Source list system should send the supplier's account number (80 characters maximum), if available",Completeness,Supplier's Account Number
Source List,MM - Material Management,Master,13,"Source list system should send the agreement information as available (such as agreement type, online purchase agreement number, agreement item, etc.)",Completeness,Agreement Information
Source List,MM - Material Management,Master,14,"Source list system should send the fixed supplier indicator ('X' or ' '), if available",Completeness,Fixed Supplier
Source List,MM - Material Management,Master,15,Source list system should mark the blocked indicator ('X' or ' ') as applicable. This will help to determine the active source list data for migration,Relevancy,Active Count
Source List,MM - Material Management,Master,16,"Source list system should send the source list usage in products (80 characters maximum), if available",Completeness,Source List Usage
Source List,MM - Material Management,Master,17,"Each combination of Plant, product number and source list number should be unique",Uniqueness,Duplicate check
Source List,MM - Material Management,Master,18,For each source list associated product/material should be an active product/material,Relevancy,Active Count
Source List,MM - Material Management,Master,19,For each source list associated supplier data should exists and should be an active supplier,Relevancy,Active Count
Project Master,PS - Project System,Master,1,Project definition should not be NULL or blank,Completeness,Project Definition
Project Master,PS - Project System,Master,2,Project definition should limit to char 80 limit and should not contain any special char [unless approved by business for any specific char presence is valid],Conformity,Project Definition
Project Master,PS - Project System,Master,3,Project profile for the project is mandatory,Completeness,Project Profile
Project Master,PS - Project System,Master,4,Project profile should limit to char 80 limit and should not contain any special char [unless approved by business for any specific char presence is valid],Conformity,Project Profile
Project Master,PS - Project System,Master,5,Short description is not a mandatory field but recommend to have one if available. It should be limit to char 40 and should not contain any special char [unless approved by business for any specific char presence is valid],Conformity,Short Description
Project Master,PS - Project System,Master,6,Responsibilities should include the ID of the responsible person and the applicant number (as available),Completeness,Responsibilities
Project Master,PS - Project System,Master,7,"Organization details such as the controlling area, company code, business area, plant, location, functional area, profit center and project currency should be provided (as available)",Completeness,Organization details
Project Master,PS - Project System,Master,8,"Details on the project dates recommend to provide such as start date, end date, factory calendar key, time unit, forecast start date and the forecast finish date etc.",Completeness,Project dates
Project Master,PS - Project System,Master,9,"Sales pricing details if applicable should be provided - such as sales organization, distribution channel, division and the dynamic item processor profile etc.",Completeness,Sales Pricing Details
Work Breakdown Structure (WBS),PS - Project System,Master,1,Project definition should not be NULL or blank,Completeness,Project Definition
Work Breakdown Structure (WBS),PS - Project System,Master,2,Project definition should limit to char 80 limit and should not contain any special char [unless approved by business for any specific char presence is valid],Conformity,Project Definition
Work Breakdown Structure (WBS),PS - Project System,Master,3,Work Breakdown Structure (WBS) element for the project is mandatory,Completeness,WBS Element
Work Breakdown Structure (WBS),PS - Project System,Master,4,"Basic data such as the Parent WBS, project type and priority should be provided (as available)",Completeness,Basic Data
Work Breakdown Structure (WBS),PS - Project System,Master,5,Short description of the project should limit to char 40 limit,Conformity,Short Description
Work Breakdown Structure (WBS),PS - Project System,Master,6,"Responsibilities details (80 characters limit unless indicated otherwise) including the ID of the responsible person, the applicant number, the responsible cost center and its controlling area, the request cost center and its controlling area and the requesting company code should be provided (as available)",Completeness,Responsibilities
Work Breakdown Structure (WBS),PS - Project System,Master,7,"Operative indicators (1 character limit) for the planning element, account assignment, billing element and grouping WBS element (80 characters limit) should be provided (if available)",Completeness,Operative Indicators
Work Breakdown Structure (WBS),PS - Project System,Master,8,"Details on the basic dates such as basic start date, basic end date, duration (number of length 5 at max) and unit of duration should be provided (as available)",Completeness,Basic Dates
Work Breakdown Structure (WBS),PS - Project System,Master,9,"Date fields should follow the S/4 date format, if provided",Conformity,Basic Dates
Work Breakdown Structure (WBS),PS - Project System,Master,10,"Basic end date should be greater than the basic start date, if provided",Validity,Basic Dates
Work Breakdown Structure (WBS),PS - Project System,Master,11,"Details on the forecast dates such as forecast start date, forecast end date, duration (number of length 5 at max) and unit of duration should be provided (as available)",Completeness,Forecast Dates
Work Breakdown Structure (WBS),PS - Project System,Master,12,"Forecast dates should follow the S/4 date format, if provided",Conformity,Forecast Dates
Work Breakdown Structure (WBS),PS - Project System,Master,13,"Forecast end date should be greater than the forecast start date, if provided",Validity,Forecast Dates
Work Breakdown Structure (WBS),PS - Project System,Master,14,"Details of assignments such as the plant, location, functional area, profit center, equipment number, functional location should be provided (as available)",Completeness,Assignments
Work Breakdown Structure (WBS),PS - Project System,Master,15,Ensure the assigned Plant is active for the WBS element,Integrity,Plant
Work Breakdown Structure (WBS),PS - Project System,Master,16,"Check whether planning indicator field is marked [as 'X']. This indicator controls whether a cost planning is possible only in those WBS elements or not, If its marked as ""X"", then WBS is meant for planning",Validity,Planning Element
Work Breakdown Structure (WBS),PS - Project System,Master,17,Check whether account assignment indicator field is marked [as 'X']. This indicator controls whether an actual cost and commitment can be post for a WBS element,Validity,Account Assignment
Work Breakdown Structure (WBS),PS - Project System,Master,18,"Check Billing Element indicator. If you want to post revenues to a WBS element, you have to indicate that the WBS element is a billing element in the WBS , i.e. this field is marked as ""X""",Validity,Billing Element
Project Network,PS - Project System,Master,1,Network number should exist,Completeness,Network Number
Project Network,PS - Project System,Master,2,"Network number should be limited to 80 characters, and should not include any special characters [unless approved by the business for a specific character]",Conformity,Network Number
Project Network,PS - Project System,Master,3,Network type is required and should not be blank or NULL,Completeness,Network Type
Project Network,PS - Project System,Master,4,"Network type should not exceed 80 characters, and should not include any special characters [unless approved by the business for a specific character]",Conformity,Network Type
Project Network,PS - Project System,Master,5,Network profile should exist,Completeness,Network Profile
Project Network,PS - Project System,Master,6,Network profile should be limited to 80 characters,Conformity,Network Profile
Project Network,PS - Project System,Master,7,Plant data should exists for associated project network,Completeness,Plant
Project Network,PS - Project System,Master,8,MRP controller should exist for the project network,Completeness,MRP Controller
Project Network,PS - Project System,Master,9,"MRP controller should be limited to 80 characters, and should not include any special characters [unless approved by the business for a specific character]",Conformity,MRP Controller
Project Network,PS - Project System,Master,10,Currency key is mandatory and should not be blank or NULL,Completeness,Currency Key
Project Network,PS - Project System,Master,11,"Network system should send the description (40 characters maximum), if available",Conformity,Description
Project Network,PS - Project System,Master,12,"Network system should send the basic start date and the basic finish date, as available",Completeness,Date Range
Project Network,PS - Project System,Master,13,"Network system should send the scheduling information as available (such as scheduling type, don't schedule indicator, don't capacity requirement indicator, exact break times indicator etc.)",Completeness,Scheduling Information
Project Network,PS - Project System,Master,14,"Network system should send the project definition (80 characters maximum), if available",Completeness,Project Definition
Project Network,PS - Project System,Master,15,"Network system should send the WBS element (80 characters maximum), if available",Completeness,WBS Element
Project Network,PS - Project System,Master,16,"Network system should send the assignments, such as the business area (80 characters maximum), profit center (80 characters maximum), functional area (80 characters maximum), and the object class (80 characters maximum), as available",Completeness,Assignments
Project Network,PS - Project System,Master,17,"Network system should send the tax jurisdiction (15 characters maximum), if available",Completeness,Tax Jurisdiction
Project Network,PS - Project System,Master,18,"Network system should send the responsible planner group or department (80 characters), if available",Completeness,Responsible Planner
Equipment Task List,PM - Plant Maintenance,Master,1,Equipment number is mandatory and should exist,Completeness,Equipment Number
Equipment Task List,PM - Plant Maintenance,Master,2,"Equipment number should not exceed 80 characters, and should not contain any special characters [unless approved by the business for a specific character]",Conformity,Equipment Number
Equipment Task List,PM - Plant Maintenance,Master,3,Group counter should not be blank or NULL,Completeness,Group Counter
Equipment Task List,PM - Plant Maintenance,Master,4,Group counter must be limited to 2 characters and should include a leading zero. No special characters should be used unless approved by the business for a specific character,Conformity,Group Counter
Equipment Task List,PM - Plant Maintenance,Master,5,Activity number is required and should not be blank or NULL,Completeness,Activity Number
Equipment Task List,PM - Plant Maintenance,Master,6,Activity number should be limited to 4 characters and should not include any special characters [unless approved by the business for a specific character],Conformity,Activity Number
Equipment Task List,PM - Plant Maintenance,Master,7,"For task list header data, combination of Equipment number and group counter data should be unique",Uniqueness,Duplicate Check
Equipment Task List,PM - Plant Maintenance,Master,8,"For task list operations data, combination of equipment number, group counter, and activity number should be unique",Uniqueness,Duplicate Check
Equipment Task List,PM - Plant Maintenance,Master,9,"Equipment task list system should send the valid-from date (in S/4 date format <<YYYY/MM/DD>>), if available",Completeness,Valid-From Date
Equipment Task List,PM - Plant Maintenance,Master,10,"Equipment task list system should send the description, if available",Completeness,Description
Equipment Task List,PM - Plant Maintenance,Master,11,"Description should be limited to 40 characters, and should not include any special characters [unless approved by the business for a specific character]",Conformity,Description
Equipment Task List,PM - Plant Maintenance,Master,12,"Equipment task list system should send the planning plant (80 characters maximum), if available",Completeness,Planning Plant
Equipment Task List,PM - Plant Maintenance,Master,13,"Equipment task list system should send the work center and the work center plant (80 characters maximum), as available.",Completeness,Work Center
Equipment Task List,PM - Plant Maintenance,Master,14,"Equipment task list system should send the task list usage (80 characters maximum), if available",Completeness,Task List Usage
Equipment Task List,PM - Plant Maintenance,Master,15,"Equipment task list system should send the overall status (80 characters maximum), if available",Completeness,Overall Status
Equipment Task List,PM - Plant Maintenance,Master,16,Status assigned should be predefined/configured and should exist,Completeness,Overall Status
Equipment Task List,PM - Plant Maintenance,Master,17,"Equipment task list system should send the maintenance strategy (80 characters maximum), if available",Completeness,Maintenance Strategy
Equipment Task List,PM - Plant Maintenance,Master,18,"Equipment task list system should send the planner group (80 characters maximum), if available",Completeness,Planner Group
Equipment Task List,PM - Plant Maintenance,Master,19,"Equipment task list system should send the control key (80 characters maximum), if available",Completeness,Control Key
Equipment Task List,PM - Plant Maintenance,Master,20,"For each equipment task list, the associated Equipment should be active",Relevancy,Active Count
Equipment Task List,PM - Plant Maintenance,Master,21,"For each equipment task list, the product data should exist and should be active",Relevancy,Active Count
Functional Location Task List,PM - Plant Maintenance,Master,1,Functional Location is mandatory and should exist ,Completeness,Functional Location 
Functional Location Task List,PM - Plant Maintenance,Master,2,Functional Location should be an active functional location configured in S/4,Integrity,Functional Location 
Functional Location Task List,PM - Plant Maintenance,Master,3,Ensure the corresponding material data exists in S/4 and its an active material,Integrity,Material
Functional Location Task List,PM - Plant Maintenance,Master,4,Group Counter is mandatory and should exist,Completeness,Group Counter
Functional Location Task List,PM - Plant Maintenance,Master,5,Group Counter should be limited to 2 characters only,Conformity,Group Counter
Functional Location Task List,PM - Plant Maintenance,Master,6,"For Task list header data, make sure every Functional Location & Group Counter pair is unique",Uniqueness,Duplicate Check
Functional Location Task List,PM - Plant Maintenance,Master,7,Check if the task list has a valid from date assigned,Completeness,Valid-from date
Functional Location Task List,PM - Plant Maintenance,Master,8,Check if the task list has a valid description and it should be limit to char 40,Completeness,Description
Functional Location Task List,PM - Plant Maintenance,Master,9,Each Functional Location & Group Counter pair should have a (predefined/configured) status value,Completeness,Status
Functional Location Task List,PM - Plant Maintenance,Master,10,Activity Number is mandatory and should exist,Completeness,Activity Number
Functional Location Task List,PM - Plant Maintenance,Master,11,Activity Number should contain only number and be limited to 4 characters,Conformity,Activity Number
Functional Location Task List,PM - Plant Maintenance,Master,12,"For task list operation data , ensure every Functional Location, Group Counter, and Activity Number combination should be unique",Uniqueness,Duplicate Check
Functional Location Task List,PM - Plant Maintenance,Master,13,All Creation Date and Valid-from Date values should follow the S/4 date format <<YYYY/MM/DD>>,Conformity,Dates
Functional Location Task List,PM - Plant Maintenance,Master,14,Work Centre is mandatory and should exist for the Functional Location Task List,Completeness,Work Centre
Functional Location Task List,PM - Plant Maintenance,Master,15,Functional Location Task List should be associated with a Work Centre that is active and extended to relevant Work Centre Plant,Integrity,Work Centre
Functional Location Task List,PM - Plant Maintenance,Master,16,Check the equipment is active if mentioned in the operation details,Integrity,Equipment number
Functional Location Task List,PM - Plant Maintenance,Master,17,Check if the functional location task list header data has any long text data which will be required migration,Completeness,Long Text
Functional Location Task List,PM - Plant Maintenance,Master,18,Check if the functional location task list operation data has any long text data which will be required migration,Completeness,Long Text
General Task List,PM - Plant Maintenance,Master,1,Task list group is mandatory and should exist,Completeness,Task List Group
General Task List,PM - Plant Maintenance,Master,2,"Key for task list group should not exceed 8 characters, and should not contain any special characters",Conformity,Task List Group
General Task List,PM - Plant Maintenance,Master,3,Group counter should not be blank or NULL,Completeness,Group Counter
General Task List,PM - Plant Maintenance,Master,4,Group counter must be limited to 2 characters and should include a leading zero,Conformity,Group Counter
General Task List,PM - Plant Maintenance,Master,5,Activity number is required and should not be blank or NULL,Completeness,Activity Number
General Task List,PM - Plant Maintenance,Master,6,Activity number should be limited to 4 characters,Conformity,Activity Number
